heterozygous essentials b isolates			release 1										
Synced to SGD on Sat Jul  8 00:51:41 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	record no.	strain	rg notes	db notes	
401	F	10	YJL061W	NUP82	linker nucleoporin NUP82|HRB187	Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia	protein targeting, ribosomal subunit export from nucleus, nucleobase-containing compound transport, nuclear transport	structural molecule activity	nucleus, endomembrane system, membrane, cytoplasm	21362	chr10_2	-	-	
401	F	11	YMR213W	CEF1	NTC85	Essential splicing factor; associated with Prp19p and the spliceosome, contains an N-terminal c-Myb DNA binding motif necessary for cell viability but not for Prp19p association, evolutionarily conserved and homologous to S. pombe Cdc5p	RNA splicing, mRNA processing	other	nucleus	20799	chr13_4	-	-	
401	F	12	YMR218C	TRS130	transport protein particle complex II subunit TRS130	Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic	Golgi vesicle transport, protein targeting, endosomal transport	guanyl-nucleotide exchange factor activity	cytoplasmic vesicle, endomembrane system, cytoplasm, Golgi apparatus	20804	chr13_4	-	-	
401	G	1	YMR220W	ERG8	phosphomevalonate kinase	Phosphomevalonate kinase; an essential cytosolic enzyme that acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate	lipid metabolic process, cofactor metabolic process	kinase activity, transferase activity	nucleus, cytoplasm	20806	chr13_4	-	-	
401	G	2	YMR229C	RRP5	-	RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress	ribosome assembly, rRNA processing, organelle assembly, ribosomal large subunit biogenesis, ribosomal small subunit biogenesis	RNA binding, rRNA binding, mRNA binding	nucleus, nucleolus	20815	chr13_4	-	-	
401	G	3	YMR235C	RNA1	GTPase-activating protein RNA1	GTPase activating protein (GAP) for Gsp1p; involved in nuclear transport	protein targeting, chromatin organization, ribosomal subunit export from nucleus, nucleobase-containing compound transport, nuclear transport	enzyme regulator activity	nucleus, membrane, cytoplasm	20821	chr13_5	-	-	
401	G	4	YMR236W	TAF9	chromatin modification protein|TafII17|TAF17	Subunit (17 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H3	peptidyl-amino acid modification, protein acylation, chromatin organization, histone modification, DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	chromatin binding, nucleic acid binding transcription factor activity, structural molecule activity	nucleus	20822	chr13_5	-	-	
401	G	5	YMR239C	RNT1	ribonuclease III	Nuclear dsRNA-specific ribonuclease (RNase III); involved in rDNA transcription, rRNA processing and U2 snRNA 3' end formation by cleavage of a stem-loop structure at the 3' end of U2 snRNA; involved in polyadenylation-independent transcription termination; involved in the cell wall stress response, regulating the degradation of cell wall integrity and morphogenesis checkpoint genes	snoRNA processing, chromatin organization, rRNA processing, DNA-templated transcription, termination, RNA catabolic process, cell wall organization or biogenesis, transcription from RNA polymerase II promoter	hydrolase activity, nuclease activity	nucleus, nucleolus	20825	chr13_5	-	-	
401	G	6	YMR240C	CUS1	U2 snRNP complex subunit CUS1	Protein required for assembly of U2 snRNP into the spliceosome; forms a complex with Hsh49p and Hsh155p	RNA splicing, mRNA processing	molecular_function	nucleus	20826	chr13_5	-	-	
401	G	7	YMR260C	TIF11	-	Translation initiation factor eIF1A; essential protein that forms a complex with Sui1p (eIF1) and the 40S ribosomal subunit and scans for the start codon; C-terminus associates with Fun12p (eIF5B); N terminus interacts with eIF2 and eIF3	cytoplasmic translation, translational initiation	RNA binding, translation factor activity, RNA binding	cytoplasm	20846	chr13_5	-	-	
401	G	8	YMR268C	PRP24	U6 snRNP complex subunit PRP24	Splicing factor that reanneals snRNPs during spliceosome recycling; reanneals U4 and U6 snRNPs	RNA splicing, mRNA processing	RNA binding	nucleus	20854	chr13_5	-	-	
401	G	9	YMR270C	RRN9	-	Protein involved in promoting high level transcription of rDNA; subunit of UAF (upstream activation factor) for RNA polymerase I	transcription from RNA polymerase I promoter	nucleic acid binding transcription factor activity, transcription factor binding	nucleus, nucleolus	20856	chr13_5	-	-	
401	G	10	YMR281W	GPI12	N-acetylglucosaminylphosphatidylinositol deacetylase	ER membrane protein involved in the second step of GPI anchor assembly; the second step is the de-N-acetylation of the N-acetylglucosaminylphosphatidylinositol intermediate; functional homolog of human PIG-Lp; GPI stands for glycosylphosphatidylinositol	lipid metabolic process, protein lipidation	hydrolase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	20867	chr13_5	-	-	
401	G	11	YMR288W	HSH155	U2 snRNP complex subunit HSH155	U2-snRNP associated splicing factor; forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155	RNA splicing, mRNA processing	RNA binding, mRNA binding	nucleus	20874	chr13_5	-	-	
401	G	12	YMR290C	HAS1	ATP-dependent RNA helicase HAS1	ATP-dependent RNA helicase; involved in the biogenesis of 40S and 60S ribosome subunits; localizes to both the nuclear periphery and nucleolus; highly enriched in nuclear pore complex fractions; constituent of 66S pre-ribosomal particles	rRNA processing, ribosomal large subunit biogenesis, ribosomal small subunit biogenesis	RNA binding, hydrolase activity, ATPase activity, helicase activity	nucleus, endomembrane system, nucleolus	20877	chr13_5	-	-	
401	H	1	YMR290W-A	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential HAS1/YMR290C gene which encodes an ATP-dependent RNA helicase	biological_process	molecular_function	cellular_component	20876	chr13_5	-	-	
401	H	2	YMR296C	LCB1	serine C-palmitoyltransferase LCB1|TSC2|END8	Component of serine palmitoyltransferase; responsible along with Lcb2p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine	lipid metabolic process	transferase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	20884	chr13_5		met- did not mate	
401	H	3	YMR298W	LIP1	sphingosine N-acyltransferase subunit LIP1	Ceramide synthase subunit; single-span ER membrane protein associated with Lag1p and Lac1p and required for ceramide synthase activity, null mutant grows extremely slowly and is defective in ceramide synthesis	lipid metabolic process	transferase activity	nucleus, membrane, endomembrane system, endoplasmic reticulum, cytoplasm	20886	chr13_5	-	-	
401	H	4	YMR301C	ATM1	ATP-binding cassette Fe/S cluster precursor transporter ATM1	Mitochondrial inner membrane ATP-binding cassette (ABC) transporter; exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol; human homolog ABCB7 can complement yeast null mutant	cellular ion homeostasis	hydrolase activity, transmembrane transporter activity, ATPase activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	20889	chr13_5	-	-	
401	H	6	YMR308C	PSE1	KAP121	Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins, including Pdr1p, Yap1p, Ste12p, and Aft1p	peptidyl-amino acid modification, mitotic cell cycle, protein targeting, organelle fission, regulation of organelle organization, nucleobase-containing compound transport, regulation of protein modification process, protein modification by small protein conjugation or removal, nuclear transport, regulation of cell cycle	protein transporter activity	nucleus, membrane, cytoplasm	20898	chr13_5	-	-	
401	H	7	YMR309C	NIP1	translation initiation factor eIF3 core subunit c	eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3); involved in the assembly of preinitiation complex and start codon selection; eIF3 is also involved in programmed stop codon readthrough	translational initiation	RNA binding, translation factor activity, RNA binding, mRNA binding	cytoplasm	20899	chr13_5	-	-	
401	H	8	YOR004W	UTP23	rRNA-binding ribosome biosynthesis protein UTP23	Component of the small subunit processome; involved in 40S ribosomal subunit biogenesis; interacts with snR30 and is required for dissociation of snR30 from large pre-ribosomal particles; has homology to PINc domain protein Fcf1p, although the PINc domain of Utp23p is not required for function; essential protein	rRNA processing, ribosomal small subunit biogenesis	RNA binding, rRNA binding	nucleus, mitochondrion, nucleolus, cytoplasm	21780	chr15_1	-	-	
401	H	9	YOR020C	HSP10	CPN10	Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES	protein targeting, mitochondrion organization, transmembrane transport, protein complex biogenesis, protein folding	unfolded protein binding	mitochondrion, cytoplasm	21796	chr15_1		met- did not mate	
401	H	10	YOR046C	DBP5	ATP-dependent RNA helicase DBP5|RAT8	Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus, remodeling messenger ribonucleoprotein particles (mRNPs), with ATPase activity stimulated by Gle1p, IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress	nucleobase-containing compound transport, nuclear transport	hydrolase activity, ion binding, ATPase activity, helicase activity	nucleus, endomembrane system, cellular bud, site of polarized growth, cytoplasm	21822	chr15_1	-	-	
401	H	11	YOR048C	RAT1	ssRNA exonuclease RAT1|XRN2|TAP1|HKE1	Nuclear 5' to 3' single-stranded RNA exonuclease; involved in RNA metabolism, including rRNA and snoRNA processing, as well as poly (A+) dependent and independent mRNA transcription termination; required for cotranscriptional pre-rRNA cleavage; displaces Cdk1p from elongating transcripts, especially as RNAPII reaches the poly(A) site, negatively regulates phosphorylation of the CTD of RNAPII, and inhibits RNAPII transcriptional elongation	snoRNA processing, ribosomal large subunit biogenesis, DNA-templated transcription, termination, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation, protein phosphorylation, rRNA processing, RNA catabolic process, regulation of protein modification process	RNA binding, hydrolase activity, mRNA binding, nuclease activity	nucleus, mitochondrion, cytoplasm	21824	chr15_1	-	-	
401	H	12	YOR056C	NOB1	rRNA-binding endoribonuclease|YOR29-07	Protein involved in proteasomal and 40S ribosomal subunit biogenesis; required for cleavage of the 20S pre-rRNA to generate the mature 18S rRNA; cleavage is activated by Fun12p, a GTPase and translation initiation factor; relocalizes from nucleus to nucleolus upon DNA replication stress	rRNA processing, ribosomal small subunit biogenesis, protein complex biogenesis	RNA binding, hydrolase activity, rRNA binding, nuclease activity	nucleus, cytoplasm	21832	chr15_1	-	-	
402	A	1	YOR057W	SGT1	co-chaperone SGT1|YOR29-08	Cochaperone protein; regulates activity of adenylyl cyclase Cyr1p; involved in kinetochore complex assembly; associates with the SCF (Skp1p/Cdc53p/F box protein) ubiquitin ligase complex; acts as a linker between Skp1p and HSP90 complexes; protein abundance increases in response to DNA replication stress	organelle assembly, signaling, protein complex biogenesis	protein binding, bridging	other	21833	chr15_1	-	-	
402	A	3	YOR060C	SLD7	YOR29-11	Protein with a role in chromosomal DNA replication; interacts with Sld3p and reduces its affinity for Cdc45p; deletion mutant has aberrant mitochondria	DNA replication, regulation of DNA metabolic process	molecular_function	nucleus, cytoskeleton, microtubule organizing center, endomembrane system, chromosome, endoplasmic reticulum, cytoplasm	21836	chr15_1	-	-	
402	A	4	YOR063W	RPL3	uL3|ribosomal 60S subunit protein L3|rp1|YL1|L3|YOR29-14|TCM1|MAK8	Ribosomal 60S subunit protein L3; homologous to mammalian ribosomal protein L3 and bacterial L3; plays an important role in function of eIF5B in stimulating 3' end processing of 18S rRNA in context of 80S ribosomes that have not yet engaged in translation; involved in replication and maintenance of killer double stranded RNA virus	cytoplasmic translation, organelle assembly, ribosomal large subunit biogenesis, ribosome assembly	structural constituent of ribosome, structural molecule activity	ribosome, cytoplasm	21839	chr15_1	-	-	
