mat a
all strains contain gfp tagged protein with his3 marker													
Synced to SGD on Sat Jul  8 00:51:42 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	abundance	original localization	comments	typical to this lib	
1	C	17	YOR191W	ULS1	translocase ULS1|RIS1|TID4|DIS1	Swi2/Snf2-related translocase, SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress	DNA repair, chromatin organization, cellular response to DNA damage stimulus, regulation of DNA metabolic process	hydrolase activity, ubiquitin-like protein binding, ATPase activity	nucleus, chromosome, mitochondrion, nucleolus, cytoplasm	low signal	nucleus	-	-	
1	C	18	YPL137C	GIP3	protein phosphatase regulator GIP3	Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; may interact with ribosomes, based on co-purification experiments; GIP3 has a paralog, HER1, that arose from the whole genome duplication	protein dephosphorylation, chromosome segregation, regulation of protein modification process	enzyme regulator activity, enzyme binding	endomembrane system, ribosome, mitochondrion, endoplasmic reticulum, cytoplasm	656	"ER,cytoplasm"	-	-	
1	C	19	YMR247C	RKR1	ubiquitin-protein ligase RKR1|LTN1	RING domain E3 ubiquitin ligase; involved in ubiquitin-mediated degradation of non-stop proteins and translationally stalled ER membrane proteins; component of ribosome-bound RQC (ribosome quality control) complex; degrades products of mRNAs lacking a termination codon regardless of a poly(A) tail; functional connections to chromatin modification; homolog of mouse Listerin, mutations in which reported to cause neurodegeneration	regulation of translation, chromatin organization, translational elongation, proteolysis involved in cellular protein catabolic process, protein modification by small protein conjugation or removal	transferase activity	nucleus, ribosome, cytoplasm	-	-	-	-	
1	C	20	YML081W	TDA9	AAF1	Transcription factor that regulates acetate production; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene; TDA9 has a paralog, RSF2, that arose from the whole genome duplication	monocarboxylic acid metabolic process	DNA binding	nucleus	672	nucleus	-	-	
1	C	21	YHR164C	DNA2	bifunctional ATP-dependent DNA helicase/ssDNA endodeoxyribonuclease DNA2|WEB2	Tripartite DNA replication factor; single-stranded DNA-dependent ATPase, ATP-dependent nuclease, helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant	meiotic cell cycle, DNA repair, telomere organization, DNA replication, cellular response to DNA damage stimulus	hydrolase activity, ATPase activity, helicase activity, nuclease activity	nucleus, chromosome, cytoplasm	low signal	nucleus	-	-	
1	C	22	YLL067C	-	Y' element ATP-dependent helicase	Putative Y' element ATP-dependent helicase	biological_process	helicase activity, hydrolase activity	cellular_component	-	-	-	-	
1	C	23	YGL150C	INO80	chromatin-remodeling ATPase INO80	ATPase and nucleosome spacing factor; subunit of complex containing actin and actin-related proteins that has chromatin remodeling activity and 3' to 5' DNA helicase activity in vitro; promotes nucleosome shifts in the 3 prime direction; has a role in modulating stress gene transcription	DNA repair, telomere organization, chromatin organization, cellular response to DNA damage stimulus, chromosome segregation, DNA recombination, transcription from RNA polymerase II promoter	hydrolase activity, ATPase activity, helicase activity	nucleus, chromosome	6280	nucleus	-	-	
1	C	24	YHR155W	LAM1	YSP1	Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM, StART-like (VASt) and two PH-like domains	lipid transport	other	cell cortex, endomembrane system, mitochondrion, endoplasmic reticulum, cytoplasm	1170	mitochondrion	-	-	
1	D	1	YPL110C	GDE1	glycerophosphocholine phosphodiesterase	Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate, for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes	lipid metabolic process	hydrolase activity	ribosome, cytoplasm	2300	cytoplasm	-	-	
1	D	2	YLR223C	IFH1	-	Coactivator, regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI, a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog, CRF1, that arose from the whole genome duplication	chromatin organization, transcription from RNA polymerase II promoter	transcription factor activity, protein binding	nucleus, nucleolus, chromosome	1430	nucleus	-	-	
1	D	3	YLR189C	ATG26	UGT51	UDP-glucose:sterol glucosyltransferase; conserved enzyme involved in synthesis of sterol glucoside membrane lipids; in contrast to ATG26 from P. pastoris, S. cerevisiae ATG26 is not involved in autophagy	meiotic cell cycle, lipid metabolic process, sporulation	transferase activity, transferring glycosyl groups, transferase activity	cytoplasm	396	cytoplasm	-	-	
1	D	4	YHR119W	SET1	histone methyltransferase SET1|KMT2|YTX1	Histone methyltransferase, subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3K4; Set1p-dependent H3K4 trimethylation recruits Nrd1p, allowing efficient termination of snoRNAs and cryptic unstable transcripts (CUTs) by Nrd1p-Nab3p-Sen1p pathway; modulates histone acetylation levels in promoter proximal regions to ensure efficient Nrd1p-dependent termination; required in transcriptional silencing near telomeres and at silent mating type loci; has a SET domain	peptidyl-amino acid modification, meiotic cell cycle, protein acylation, organelle fission, chromatin organization, transcription from RNA polymerase II promoter, telomere organization, protein alkylation, sporulation, regulation of organelle organization, histone modification, regulation of protein modification process, regulation of cell cycle	RNA binding, methyltransferase activity, transferase activity	nucleus	172	"ambiguous,nucleus"	-	-	
1	D	5	YNL106C	INP52	phosphatidylinositol-3-/phosphoinositide 5-phosphatase INP52|SJL2	Polyphosphatidylinositol phosphatase; dephosphorylates a number of phosphatidylinositol phosphates (PtdInsPs, PIPs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain; INP52 has a paralog, INP53, that arose from the whole genome duplication	lipid metabolic process	phosphatase activity, hydrolase activity	cell cortex, site of polarized growth, cytoskeleton, cytoplasm	low signal	actin	-	-	
1	D	6	YPR097W	-	-	Protein that contains a PX domain and binds phosphoinositides; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; PX stands for Phox homology	biological_process	ion binding, lipid binding	mitochondrion, cytoplasm	3080	ambiguous	-	-	
1	D	7	YJL092W	SRS2	DNA helicase SRS2|HPR5|RADH1|RADH	DNA helicase and DNA-dependent ATPase; involved in DNA repair and checkpoint recovery, needed for proper timing of commitment to meiotic recombination and transition from Meiosis I to II; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates activity of the Mus81p-Mms4p endonuclease, independently of Srs2p catalytic activity; functional homolog of human RTEL1	DNA repair, cellular response to DNA damage stimulus, DNA recombination, regulation of DNA metabolic process	hydrolase activity, enzyme regulator activity, helicase activity	nucleus	5190	nucleus	-	-	
1	D	8	YNL267W	PIK1	1-phosphatidylinositol 4-kinase|PIK120|PIK41	Phosphatidylinositol 4-kinase; catalyzes first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; may control nonselective autophagy and mitophagy through trafficking of Atg9p	lipid metabolic process	kinase activity, transferase activity	nucleus, endomembrane system, cytoplasm, Golgi apparatus	1600	cytoplasm	-	-	
1	D	9	YGR070W	ROM1	Rho family guanine nucleotide exchange factor ROM1|SKC1	Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2, which also encodes a GEP; ROM1 has a paralog, ROM2, that arose from the whole genome duplication	signaling	guanyl-nucleotide exchange factor activity	other	-	-	-	-	
1	D	10	YLR039C	RIC1	-	Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes	endosomal transport	guanyl-nucleotide exchange factor activity	nucleus, membrane, endomembrane system, cytoplasm, Golgi apparatus	78.6	Golgi	-	-	
1	D	11	YHL023C	NPR3	RMD11	Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC, a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role, supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p, and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog	vacuole organization, meiotic cell cycle, organelle fission, regulation of organelle organization, organelle assembly, response to starvation, pseudohyphal growth, signaling	molecular_function	vacuole, membrane, cytoplasm	-	-	-	-	
1	D	12	YDL223C	HBT1	-	Shmoo tip protein, substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog, YNL195C, that arose from the whole genome duplication	response to chemical, cell morphogenesis, conjugation	molecular_function	membrane, plasma membrane	not visualized	cytoplasm	-	-	
1	D	13	YML117W	NAB6	-	Putative RNA-binding protein; associates with mRNAs encoding cell wall proteins in high-throughput studies; deletion mutants display increased sensitivity to some cell wall disrupting agents; expression negatively regulated by cAMP	biological_process	RNA binding, mRNA binding	cytoplasm	1540	cytoplasm	-	-	
1	D	14	YKL033W	TTI1	FMP47	Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies	biological_process	molecular_function	nucleus, chromosome, mitochondrion, cytoplasm	721	cytoplasm	-	-	
1	D	15	YHR077C	NMD2	SUP111|UPF2|SUA1|IFS1	Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance	RNA catabolic process, DNA recombination	molecular_function	cytoplasm	1280	cytoplasm	-	-	
1	D	16	YIL128W	MET18	MMS19	Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at a late step of Fe-S cluster assembly; forms the CIA targeting complex with Cia1p and Cia2p that directs Fe-S cluster incorporation into a subset of proteins involved in methionine biosynthesis, DNA replication and repair, transcription, and telomere maintenance; ortholog of human MMS19	protein maturation	molecular_function	cytoplasm	3150	cytoplasm	-	-	
1	D	17	YJR109C	CPA2	carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA2	Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor	cellular amino acid metabolic process	ligase activity	cytoplasm	18000	cytoplasm	-	-	
1	D	18	YGR047C	TFC4	transcription factor TFIIIC subunit TFC4|tau 131|PCF1	Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102	transcription from RNA polymerase III promoter	nucleic acid binding transcription factor activity, DNA binding, transcription factor activity, protein binding	nucleus, cytoplasm	876	"cytoplasm,nucleus"	-	-	
