Synced to SGD on Sat Jul  8 00:51:38 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	original p	original r 	original c	
1	E	4	YBR121C	GRS1	glycine--tRNA ligase	Cytoplasmic and mitochondrial glycyl-tRNA synthase; ligates glycine to the cognate anticodon-bearing tRNA; transcription termination factor that may interact with the 3'-end of pre-mRNA to promote 3'-end formation; GRS1 has a paralog, GRS2, that arose from the whole genome duplication; human homolog GARS implicated in Charcot-Marie-Tooth disease, can complement yeast null mutant	mitochondrial translation, tRNA aminoacylation for protein translation, mitochondrion organization, cellular amino acid metabolic process, DNA-templated transcription, termination	ligase activity	mitochondrion, cytoplasm	3	C	2	-	
1	E	5	YDR002W	YRB1	Ran GTPase-binding protein YRB1|STP52|SFO1|HTN1|CST20	Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1	mitotic cell cycle, protein targeting, proteolysis involved in cellular protein catabolic process, nucleobase-containing compound transport, nuclear transport	enzyme binding	nucleus, cytoplasm	4	C	3	-	
1	E	6	YBR123C	TFC1	transcription factor TFIIIC subunit TFC1|tau 95	Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63	transcription from RNA polymerase III promoter	nucleic acid binding transcription factor activity, DNA binding, transcription factor activity, protein binding	nucleus	3	C	3	-	
1	E	7	YDR013W	PSF1	DNA replication protein PSF1|CDC101	Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery	DNA repair, DNA replication, DNA recombination, cellular response to DNA damage stimulus	molecular_function	nucleus, chromosome	4	C	4	-	
1	E	8	YBR124W	-	-	Putative protein of unknown function	biological_process	molecular_function	cellular_component	3	C	4	-	
1	E	9	BLANK	BLANK	-	-	-	-	-	4	C	5	-	
1	E	10	YBR135W	CKS1	cyclin-dependent protein kinase regulatory subunit CKS1	Cyclin-dependent protein kinase regulatory subunit and adaptor; interacts with Cdc28p (aka Cdk1p); required for G1/S and G2/M phase transitions and budding; mediates phosphorylation and degradation of Sic1p; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation, recruiting proteasomal subunits to target gene promoters; human homologs CKS1B and CKS2 can each complement yeast cks1 null mutant	mitotic cell cycle, chromatin organization, transcription from RNA polymerase II promoter, regulation of cell cycle	histone binding, enzyme regulator activity, ubiquitin-like protein binding	nucleus, cytoplasm	3	C	5	-	
1	E	11	YDR023W	SES1	serine--tRNA ligase SES1|SerRS	Cytosolic seryl-tRNA synthetase; class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate, interacts with peroxin Pex21p	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	ligase activity	cytoplasm	4	C	6	-	
1	E	12	YBR140C	IRA1	GTPase-activating protein IRA1|PPD1|GLC1	GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions, mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency, defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog, IRA2, that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis	nucleobase-containing small molecule metabolic process, signaling	enzyme regulator activity	membrane, mitochondrion, cytoplasm	3	C	6	-	
1	E	13	YDR037W	KRS1	lysine--tRNA ligase KRS1|GCD5	Lysyl-tRNA synthetase	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	RNA binding, mRNA binding, ligase activity	cytoplasm	4	C	7	-	
1	E	14	BLANK	BLANK	-	-	-	-	-	3	C	7	-	
1	E	15	YDR041W	RSM10	mitochondrial 37S ribosomal protein RSM10	Mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosomal proteins	mitochondrial translation, mitochondrion organization	structural molecule activity, structural constituent of ribosome	ribosome, mitochondrion, cytoplasm	4	C	8	-	
1	E	16	BLANK	BLANK	-	-	-	-	-	3	C	8	-	
1	E	17	YDR044W	HEM13	coproporphyrinogen oxidase	Coproporphyrinogen III oxidase; oxygen-requiring enzyme that catalyzes sixth step in heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p); human homolog CPOX can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid	cofactor metabolic process	oxidoreductase activity	cytoplasm	4	C	9	-	
1	E	18	BLANK	BLANK	-	-	-	-	-	3	C	9	-	
1	E	19	YDR045C	RPC11	DNA-directed RNA polymerase III core subunit RPC11|C11	RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS	transcription from RNA polymerase III promoter, DNA-templated transcription, termination	transferase activity, nucleotidyltransferase activity	nucleus	4	C	10	-	
1	E	20	BLANK	BLANK	-	-	-	-	-	3	C	10	-	
1	E	21	YDR047W	HEM12	uroporphyrinogen decarboxylase HEM12|HEM6	Uroporphyrinogen decarboxylase; catalyzes the fifth step in the heme biosynthetic pathway; localizes to both the cytoplasm and nucleus; a hem12 mutant has phenotypes similar to patients with porphyria cutanea tarda	cofactor metabolic process	lyase activity	nucleus, cytoplasm	4	C	11	-	
1	E	22	BLANK	BLANK	-	-	-	-	-	3	C	11	-	
1	E	23	YDR052C	DBF4	protein serine/threonine kinase activating protein DBF4|DNA52|LSD7	Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation	mitotic cell cycle, meiotic cell cycle, protein phosphorylation, organelle fission, DNA replication, regulation of organelle organization, regulation of protein modification process, regulation of cell cycle	enzyme regulator activity, DNA binding	nucleus, chromosome, cytoplasm	4	C	12	-	
1	E	24	BLANK	BLANK	-	-	-	-	-	3	C	12	-	
1	F	1	BLANK	BLANK	-	-	-	-	-	2	C	1	-	
1	F	2	YER006W	NUG1	RNA-binding GTPase NUG1	GTPase that associates with nuclear 60S pre-ribosomes; required for export of 60S ribosomal subunits from the nucleus	rRNA processing, ribosomal subunit export from nucleus, ribosomal large subunit biogenesis, nuclear transport	RNA binding, GTPase activity, hydrolase activity, mRNA binding	nucleus, nucleolus	1	C	1	-	
1	F	3	YMR043W	MCM1	transcription factor MCM1|FUN80	Transcription factor; involved in cell-type-specific transcription and pheromone response; plays a central role in the formation of both repressor and activator complexes; relocalizes to the cytosol in response to hypoxia	mitotic cell cycle, DNA replication, cellular amino acid metabolic process, transcription from RNA polymerase II promoter	nucleic acid binding transcription factor activity, DNA binding, transcription factor activity, protein binding, transcription factor binding	nucleus, chromosome, cytoplasm	2	C	2	-	
1	F	4	YER018C	SPC25	kinetochore-associated Ndc80 complex subunit SPC25	Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p	cytoskeleton organization, protein complex biogenesis, chromosome segregation	structural molecule activity	nucleus, chromosome	1	C	2	-	
1	F	5	YMR061W	RNA14	cleavage polyadenylation factor subunit RNA14	Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia	mRNA processing	RNA binding	nucleus, mitochondrion, cytoplasm	2	C	3	-	
1	F	6	YER021W	RPN3	proteasome regulatory particle lid subunit RPN3|SUN2	Essential non-ATPase regulatory subunit of the 26S proteasome lid; similar to the p58 subunit of the human 26S proteasome; temperature-sensitive alleles cause metaphase arrest, suggesting a role for the proteasome in cell cycle control	proteolysis involved in cellular protein catabolic process	molecular_function	other	1	C	3	-	
1	F	7	YMR146C	TIF34	translation initiation factor eIF3 subunit i	eIF3i subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; essential for translation; stimulates rate of ribosomal scanning during translation reinitiation; eIF3 is also involved in programmed stop codon readthrough	cytoplasmic translation, translational initiation	RNA binding, translation factor activity, RNA binding	cytoplasm	2	C	4	-	
1	F	8	YER022W	SRB4	MED17	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for basal RNA polymerase II transcription; homozygosity of the human MED17 L371P mutation is associated with infantile cerebral and cerebellar atrophy with poor myelination	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	DNA binding, transcription factor activity, protein binding, transcription factor binding	nucleus	1	C	4	-	
1	F	9	YMR197C	VTI1	v-SNARE protein VTI1	Protein involved in cis-Golgi membrane traffic; v-SNARE that interacts with two t-SNARES, Sed5p and Pep12p; required for multiple vacuolar sorting pathways; human homolog VTI1A can complement yeast null mutant	vacuole organization, organelle fusion, vesicle organization, Golgi vesicle transport, membrane fusion	other	endomembrane system, vacuole, membrane, Golgi apparatus, cytoplasm	2	C	5	-	
1	F	10	YER093C	TSC11	TORC2 complex subunit TSC11|AVO3	Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p); TORC2 is a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; involved in sphingolipid metabolism; contains a RasGEFN domain	lipid metabolic process, cytoskeleton organization, cell wall organization or biogenesis, signaling	other	cytoplasm	1	C	5	-	
1	F	11	YMR203W	TOM40	MOM38|ISP42	Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; constitutes the core element of the protein conducting pore; pre-Tom40p is phosphorylated by PKA, which impairs its import into mitochondria under non-respiratory conditions	protein targeting, mitochondrion organization, transmembrane transport	protein transporter activity, transmembrane transporter activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	2	C	6	-	
1	F	12	BLANK	BLANK	-	-	-	-	-	1	C	6	-	
1	F	13	YMR227C	TAF7	TafII67|TAF67	TFIID subunit (67 kDa); involved in RNA polymerase II transcription initiation	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	nucleic acid binding transcription factor activity	nucleus	2	C	7	-	
1	F	14	YER148W	SPT15	TATA-binding protein|TBP|TBP1|BTF1	TATA-binding protein (TBP); general transcription factor that interacts with other factors to form the preinitiation complex at promoters; essential for viability, highly conserved; yeast gene can complement mutations in human homolog TBP	transcription from RNA polymerase I promoter, transcription from RNA polymerase III promoter, transposition, DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	chromatin binding, nucleic acid binding transcription factor activity, DNA binding, transcription factor activity, protein binding, transcription factor binding	nucleus, nucleolus	1	C	7	-	
1	F	15	YMR239C	RNT1	ribonuclease III	Nuclear dsRNA-specific ribonuclease (RNase III); involved in rDNA transcription, rRNA processing and U2 snRNA 3' end formation by cleavage of a stem-loop structure at the 3' end of U2 snRNA; involved in polyadenylation-independent transcription termination; involved in the cell wall stress response, regulating the degradation of cell wall integrity and morphogenesis checkpoint genes	snoRNA processing, chromatin organization, rRNA processing, DNA-templated transcription, termination, RNA catabolic process, cell wall organization or biogenesis, transcription from RNA polymerase II promoter	hydrolase activity, nuclease activity	nucleus, nucleolus	2	C	8	-	
1	F	16	YER168C	CCA1	tRNA adenylyltransferase|TNT1	ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus, cytosol, and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant	tRNA processing	transferase activity, nucleotidyltransferase activity	nucleus, mitochondrion, cytoplasm	1	C	8	-	
